url_length,n_slash,n_questionmark,n_equal,n_at,n_and,n_exclamation,n_asterisk,n_hastag,n_percent,dots_per_length,hyphens_per_length,is_long_url,has_many_dots,has_ssl,is_cloudflare_protected,special_char_density,suspicious_tld_risk,has_redirects,risk_score,url_complexity,url_entropy,digit_to_alpha_ratio,slash_per_length,query_param_count,url_token_count,homograph_risk,padding_char_ratio,has_iframe,right_click_disabled,has_popup_window,has_favicon_mismatch,has_external_form_action,meta_refresh_redirect,obfuscated_js_score,external_link_ratio,html_form_count,brand_tng_mismatch,brand_maybank_mismatch,brand_cimb_mismatch,phishing
41,0,0,0,0,0,0,0,0,0,0.047619047619047616,0.0,0,0,1,0,0.0,2,0,-2.0,1.4100000000000001,0.281194,0.0,0.0,0,2,0.0,0.0,0,0,1,0,1,1,1,0.7699,1,1,1,1,1
36,0,0,0,0,0,0,0,0,0,0.05405405405405406,0.0,0,0,1,1,0.0,0,0,-4.0,1.3599999999999999,0.309543,0.0,0.0,0,2,0.0,0.0,1,1,0,0,0,0,0,0.1142,1,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0.0273972602739726,0.0958904109589041,0,0,1,0,0.0958904109589041,0,1,1.958904109589041,3.8200000000000003,0.63909,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.1917,2,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0.057971014492753624,0.0,0,0,0,0,0.0,0,1,3.0,2.68,0.322757,0.0,0.0,0,4,0.0,0.0,1,1,0,0,1,0,0,0.5901,3,0,1,0,1
163,0,0,1,1,2,0,0,0,0,0.024390243902439025,0.054878048780487805,1,0,0,0,0.06707317073170732,1,0,2.6707317073170733,9.030000000000001,0.672386,0.0,0.0,1,5,3.0,0.0,1,1,0,0,0,1,1,0.3701,2,0,1,0,1
26,0,0,0,0,0,0,0,0,0,0.07407407407407407,0.0,0,0,1,0,0.0,0,0,-2.0,1.26,0.391244,0.0,0.0,0,2,0.0,0.0,1,0,0,0,0,0,0,0.3388,2,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0.03076923076923077,0.0,0,0,0,0,0.0,2,1,3.0,1.6400000000000001,0.200622,0.0,0.0,0,2,0.0,0.0,1,0,1,0,1,0,0,0.8655,2,0,0,0,1
36,0,0,0,0,0,0,0,0,0,0.10810810810810811,0.0,0,0,1,0,0.0,0,0,-2.0,2.36,0.503258,0.0,0.0,0,4,0.0,0.0,0,0,0,1,0,0,1,0.9752,0,1,0,0,1
61,0,0,0,0,0,0,0,0,0,0.03225806451612903,0.0,0,0,0,0,0.016129032258064516,2,0,0.16129032258064516,1.6099999999999999,0.328067,0.0,0.0,0,2,0.0,0.0,0,1,0,0,1,0,1,0.6287,2,0,0,0,1
66,0,1,1,0,0,0,0,0,0,0.029850746268656716,0.0,0,0,1,0,0.014925373134328358,0,0,-1.8507462686567164,3.0600000000000005,0.420755,0.0,0.0,1,4,0.0,0.0,0,0,0,0,1,0,0,0.1033,1,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0.05555555555555555,0.0,0,0,1,0,0.0,0,0,-2.0,1.35,0.315997,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.2343,0,0,0,0,0
113,0,0,1,0,0,0,0,0,0,0.043859649122807015,0.0,1,1,0,0,0.02631578947368421,1,0,3.763157894736842,4.33,0.460839,0.0,0.0,1,6,0.0,0.0,1,1,0,1,0,1,2,0.5831,3,0,0,1,1
41,0,0,0,0,0,0,0,0,0,0.047619047619047616,0.09523809523809523,0,0,1,1,0.09523809523809523,0,1,-0.04761904761904745,2.6100000000000003,0.734993,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.292,1,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0.08333333333333333,0.041666666666666664,0,0,1,1,0.041666666666666664,0,0,-3.5833333333333335,1.53,0.678407,0.0,0.0,0,2,0.0,0.0,0,0,0,1,1,0,0,0.3658,0,0,1,0,0
31,0,0,0,0,0,0,0,0,0,0.0625,0.03125,0,0,1,0,0.03125,1,0,-1.6875,1.61,0.547553,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.5453,2,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0.023529411764705882,0.023529411764705882,1,0,0,0,0.023529411764705882,0,0,2.235294117647059,2.44,0.323814,0.0,0.0,0,2,0.0,0.0,0,1,1,1,1,1,0,0.3783,0,0,1,0,1
29,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.0,0,0,1,0,0.0,2,0,-2.0,1.29,0.362051,0.0,0.0,0,2,0.0,0.0,1,1,0,1,0,1,2,0.4401,2,0,0,0,1
98,0,0,0,0,0,0,0,0,0,0.020202020202020204,0.020202020202020204,1,0,0,0,0.020202020202020204,1,1,5.202020202020202,2.58,0.286839,0.0,0.0,0,2,0.0,0.0,1,1,1,0,0,0,2,0.8319,3,1,1,1,1
15,0,0,0,0,0,0,0,0,0,0.0625,0.0,0,0,1,0,0.0,0,0,-2.0,0.65,0.353359,0.0,0.0,0,1,0.0,0.0,0,0,0,0,0,1,0,0.4276,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0.030303030303030304,0.0,0,0,1,0,0.06060606060606061,0,1,1.606060606060606,1.65,0.528892,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.4586,1,0,0,0,0
131,0,1,1,0,0,0,0,0,0,0.015151515151515152,0.007575757575757576,1,0,0,0,0.045454545454545456,1,1,5.454545454545455,4.01,0.502507,0.0,0.0,1,4,0.0,0.0,1,1,0,1,1,1,1,0.5126,3,0,0,1,1
50,0,0,0,0,0,0,0,0,0,0.0392156862745098,0.0196078431372549,0,0,1,0,0.0196078431372549,0,0,-1.803921568627451,1.8,0.382543,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.0926,2,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0.038461538461538464,0.0,0,0,0,0,0.0,1,1,3.0,1.51,0.238685,0.0,0.0,0,2,0.0,0.0,0,1,0,0,0,0,2,0.99,3,0,0,0,1
45,0,0,0,0,0,0,0,0,0,0.06521739130434782,0.0,0,0,1,1,0.0,0,0,-4.0,1.95,0.353359,0.0,0.0,0,3,0.0,0.0,1,0,0,0,0,0,0,0.0623,0,0,0,0,0
159,0,1,2,0,1,0,0,0,0,0.0125,0.0,1,0,0,0,0.0125,1,1,5.125,4.6899999999999995,0.304202,0.0,0.0,2,5,0.0,0.0,1,1,1,1,1,0,0,0.8919,3,0,0,1,1
44,0,0,0,0,0,0,0,0,0,0.044444444444444446,0.022222222222222223,0,0,0,0,0.022222222222222223,2,0,0.22222222222222224,1.74,0.421713,0.0,0.0,0,2,0.0,0.0,1,1,1,0,0,0,2,0.7651,1,0,0,0,1
103,0,1,1,1,0,0,0,0,0,0.028846153846153848,0.009615384615384616,1,0,1,0,0.028846153846153848,1,0,0.2884615384615383,6.23,0.502896,0.0,0.0,1,5,3.0,0.0,1,1,1,0,1,0,0,0.314,1,0,0,0,1
46,0,0,0,0,0,0,0,0,0,0.0851063829787234,0.0,0,0,0,1,0.0,1,0,-2.0,2.46,0.426229,0.0,0.0,0,4,0.0,0.0,0,0,0,0,0,0,2,0.3923,2,0,1,1,1
45,0,0,0,0,0,0,0,0,0,0.043478260869565216,0.0,0,0,1,0,0.021739130434782608,0,0,-1.7826086956521738,1.45,0.414579,0.0,0.0,0,2,0.0,0.0,0,0,0,1,0,0,0,0.2561,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0.057692307692307696,0.0,0,0,1,0,0.0,0,1,1.0,2.01,0.322757,0.0,0.0,0,3,0.0,0.0,0,0,1,1,0,1,2,0.3409,2,0,0,0,1
38,0,0,0,0,0,0,0,0,0,0.07692307692307693,0.0,0,0,0,0,0.0,0,1,3.0,1.88,0.398459,0.0,0.0,0,3,0.0,0.0,0,1,0,0,0,0,2,0.5321,0,0,1,0,1
81,0,0,0,0,0,0,0,0,0,0.024390243902439025,0.0,1,0,0,0,0.0,0,1,5.0,1.81,0.167027,0.0,0.0,0,2,0.0,0.0,0,1,0,0,1,0,1,0.8828,0,0,0,0,1
112,0,0,0,0,0,0,0,0,0,0.017699115044247787,0.08849557522123894,1,0,1,1,0.08849557522123894,0,1,1.8849557522123899,5.12,0.560883,0.0,0.0,0,2,0.0,0.0,0,0,0,0,1,0,0,0.3845,1,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0.05,0.0,0,0,0,0,0.0,1,1,3.0,1.3900000000000001,0.291818,0.0,0.0,0,2,0.0,0.0,1,1,1,0,1,1,1,0.5565,1,0,1,0,1
99,0,0,0,0,0,0,0,0,0,0.02,0.02,1,0,0,0,0.04,0,0,2.4,2.59,0.425904,0.0,0.0,0,2,0.0,0.0,1,1,0,0,1,0,1,0.3535,3,0,0,0,1
45,0,0,0,0,0,0,0,0,0,0.043478260869565216,0.021739130434782608,0,0,1,0,0.021739130434782608,0,1,1.2173913043478262,1.75,0.414579,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,1,0.4782,1,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0.08196721311475409,0.01639344262295082,0,1,1,0,0.01639344262295082,0,0,-0.33606557377049184,3.4,0.533998,0.0,0.0,0,5,0.0,0.0,1,1,0,0,1,0,2,0.9317,2,1,0,0,1
74,0,0,0,0,0,0,0,0,0,0.04,0.0,0,0,1,0,0.04,1,1,1.4,2.24,0.487058,0.0,0.0,0,3,0.0,0.0,0,0,0,0,1,0,0,0.056,0,0,0,0,0
61,0,0,0,0,0,0,0,0,0,0.04838709677419355,0.04838709677419355,0,0,1,1,0.04838709677419355,0,1,-0.5161290322580645,3.01,0.562138,0.0,0.0,0,3,0.0,0.0,0,0,0,0,1,0,1,0.2566,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0.0975609756097561,0.0,0,0,0,0,0.0,1,0,0.0,2.4,0.468996,0.0,0.0,0,4,0.0,0.0,0,0,0,0,1,0,0,0.5061,0,0,0,1,1
52,0,0,0,0,0,0,0,0,0,0.05660377358490566,0.0,0,0,1,0,0.0,0,0,-2.0,2.02,0.318215,0.0,0.0,0,3,0.0,0.0,0,0,1,1,0,0,1,0.4162,3,0,1,1,1
88,0,0,0,1,0,0,0,0,0,0.07865168539325842,0.011235955056179775,1,1,0,0,0.02247191011235955,0,1,6.724719101123595,6.68,0.577043,0.0,0.0,0,7,3.0,0.0,0,0,1,0,1,1,0,0.972,2,0,0,0,1
74,0,1,1,0,0,0,0,0,1,0.02666666666666667,0.0,0,0,1,0,0.02666666666666667,0,1,1.2666666666666666,3.1399999999999997,0.588542,0.013333333333333334,0.0,1,4,0.5,0.013333333333333334,0,0,0,1,0,0,1,0.0822,2,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0.0425531914893617,0.02127659574468085,0,0,1,0,0.0425531914893617,2,1,1.4255319148936172,1.76,0.556663,0.0,0.0,0,2,0.0,0.0,0,0,1,0,0,0,0,0.1497,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0.05454545454545454,0.0,0,0,1,0,0.0,0,1,1.0,2.04,0.309543,0.0,0.0,0,3,0.0,0.0,0,0,0,0,0,0,1,0.4784,2,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0.01818181818181818,0.01818181818181818,0,0,1,0,0.01818181818181818,1,1,1.1818181818181817,1.34,0.265575,0.0,0.0,0,1,0.0,0.0,0,0,0,0,1,0,1,0.9773,0,1,0,0,1
38,0,0,0,0,0,0,0,0,0,0.05128205128205128,0.0,0,0,1,1,0.02564102564102564,0,0,-3.7435897435897436,1.38,0.470956,0.0,0.0,0,2,0.0,0.0,0,0,0,0,1,1,0,0.0939,2,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0.029411764705882353,0.04411764705882353,0,0,1,0,0.04411764705882353,0,0,-1.5588235294117647,2.57,0.455417,0.0,0.0,0,2,0.0,0.0,0,0,1,0,0,0,0,0.2407,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0.07936507936507936,0.015873015873015872,0,1,0,0,0.015873015873015872,1,0,1.6587301587301586,3.42,0.521591,0.0,0.0,0,5,0.0,0.0,0,0,0,1,1,1,0,0.7844,2,0,0,0,1
59,0,0,0,0,0,0,0,0,0,0.05,0.0,0,0,0,0,0.0,2,0,0.0,2.09,0.289986,0.0,0.0,0,3,0.0,0.0,0,0,1,0,0,0,2,0.8469,3,0,0,0,1
57,0,0,0,0,0,0,0,0,0,0.06896551724137931,0.0,0,0,1,0,0.0,0,0,-2.0,2.5700000000000003,0.366578,0.0,0.0,0,4,0.0,0.0,0,1,1,1,1,1,1,0.4392,1,1,0,0,1
32,0,0,0,0,0,0,0,0,0,0.030303030303030304,0.030303030303030304,0,0,1,0,0.030303030303030304,0,1,1.3030303030303032,1.12,0.39979,0.0,0.0,0,1,0.0,0.0,0,1,1,0,0,0,1,0.2021,2,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0.0425531914893617,0.0,0,0,1,0,0.0,1,0,-2.0,1.46,0.258019,0.0,0.0,0,2,0.0,0.0,1,0,0,1,0,0,0,0.3141,2,1,1,1,1
37,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.0,0,0,1,0,0.0,1,0,-2.0,1.37,0.303375,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.4033,2,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0.05405405405405406,0.0,0,0,0,0,0.0,1,1,3.0,1.3599999999999999,0.309543,0.0,0.0,0,2,0.0,0.0,0,1,1,0,0,1,1,0.5245,3,0,0,1,1
52,0,0,0,0,0,0,0,0,0,0.03773584905660377,0.0,0,0,1,0,0.0,1,1,1.0,1.52,0.235193,0.0,0.0,0,2,0.0,0.0,1,0,0,1,1,0,1,0.3735,3,0,0,0,1
32,0,0,0,0,0,0,0,0,0,0.06060606060606061,0.0,0,0,0,0,0.0,2,1,3.0,1.32,0.33729,0.0,0.0,0,2,0.0,0.0,1,0,0,0,1,1,1,0.6717,2,1,0,1,1
34,0,0,0,0,0,0,0,0,0,0.02857142857142857,0.0,0,0,1,0,0.0,0,0,-2.0,0.8400000000000001,0.191433,0.0,0.0,0,1,0.0,0.0,0,0,0,0,0,0,1,0.4996,1,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0.10714285714285714,0.0,0,0,1,0,0.0,0,0,-2.0,1.77,0.503258,0.0,0.0,0,3,0.0,0.0,0,0,0,0,0,0,1,0.5747,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0.021505376344086023,0.010752688172043012,1,0,0,0,0.010752688172043012,1,0,2.10752688172043,2.2199999999999998,0.237255,0.0,0.0,0,2,0.0,0.0,0,0,0,0,1,0,0,0.365,3,0,0,0,1
102,0,0,0,0,0,0,0,0,0,0.019417475728155338,0.06796116504854369,1,0,1,0,0.06796116504854369,1,1,3.6796116504854366,4.12,0.497982,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.2818,2,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0.06060606060606061,0.0,0,0,1,1,0.0,0,0,-4.0,1.32,0.33729,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.584,2,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.0,0,0,1,0,0.0,0,0,-2.0,1.29,0.362051,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.1353,1,0,0,0,0
119,0,1,0,0,0,0,0,0,0,0.03333333333333333,0.008333333333333333,1,0,1,0,0.025,1,0,0.25,4.1899999999999995,0.473136,0.0,0.0,0,5,0.0,0.0,1,0,0,1,0,0,0,0.6473,1,0,1,0,1
59,0,0,0,0,0,0,0,0,0,0.03333333333333333,0.0,0,0,1,1,0.0,0,1,-1.0,1.5899999999999999,0.21358,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.5096,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0.03636363636363636,0.03636363636363636,0,0,1,0,0.03636363636363636,1,1,1.3636363636363638,2.14,0.455021,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.4884,1,1,0,0,0
151,0,0,0,1,0,0,0,0,0,0.019736842105263157,0.006578947368421052,1,0,0,0,0.013157894736842105,0,0,2.1315789473684212,5.31,0.255165,0.0,0.0,0,3,3.0,0.0,1,0,0,0,1,0,0,0.4887,1,0,0,0,1
84,0,0,0,0,0,0,0,0,0,0.03529411764705882,0.058823529411764705,1,0,1,0,0.058823529411764705,0,1,3.5882352941176467,3.84,0.544615,0.0,0.0,0,3,0.0,0.0,1,0,0,1,0,0,0,0.587,2,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0.05357142857142857,0.017857142857142856,0,0,0,0,0.017857142857142856,1,1,3.1785714285714284,2.3499999999999996,0.435022,0.0,0.0,0,3,0.0,0.0,0,0,0,0,1,0,0,0.3856,0,0,0,0,1
18,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.0,0,0,1,1,0.0,0,0,-4.0,0.6799999999999999,0.309543,0.0,0.0,0,1,0.0,0.0,0,0,0,0,1,0,2,0.4929,2,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0.05,0.0,0,0,1,0,0.0,0,0,-2.0,1.3900000000000001,0.291818,0.0,0.0,0,2,0.0,0.0,0,0,0,1,0,0,0,0.5663,2,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0.06896551724137931,0.034482758620689655,0,0,1,0,0.034482758620689655,0,0,-1.6551724137931034,1.58,0.589626,0.0,0.0,0,2,0.0,0.0,1,0,0,0,0,0,0,0.3077,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.030303030303030304,0,0,1,0,0.030303030303030304,1,1,1.3030303030303032,2.12,0.644974,0.0,0.0,0,3,0.0,0.0,0,0,0,1,0,0,0,0.2954,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0.058823529411764705,0.0,0,0,1,0,0.0,0,0,-2.0,0.66,0.33729,0.0,0.0,0,1,0.0,0.0,0,0,0,1,0,0,0,0.5365,2,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0.041666666666666664,0.0,0,0,1,0,0.0,1,0,-2.0,0.73,0.258019,0.0,0.0,0,1,0.0,0.0,0,0,0,1,1,0,2,0.4552,2,1,0,0,1
29,0,0,0,0,0,0,0,0,0,0.1,0.0,0,0,1,1,0.0,0,1,-1.0,1.79,0.479832,0.0,0.0,0,3,0.0,0.0,0,0,0,0,0,0,1,0.523,1,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.0,0,0,0,0,0.0,2,0,0.0,1.29,0.362051,0.0,0.0,0,2,0.0,0.0,1,1,1,0,1,1,0,0.7755,3,0,0,1,1
41,0,0,0,0,0,0,0,0,0,0.047619047619047616,0.0,0,0,1,1,0.0,0,0,-4.0,1.4100000000000001,0.281194,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.2995,2,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0.043478260869565216,0.0,0,0,1,0,0.0,2,1,1.0,0.72,0.266765,0.0,0.0,0,1,0.0,0.0,0,1,1,1,0,0,0,0.685,0,0,0,0,1
52,0,0,0,0,0,0,0,0,1,0.05660377358490566,0.0,0,0,1,0,0.018867924528301886,0,0,-1.8113207547169812,2.02,0.588506,0.018867924528301886,0.0,0,3,0.5,0.018867924528301886,0,1,0,0,0,0,0,0.9652,2,0,0,0,1
38,0,0,0,0,0,0,0,0,0,0.07692307692307693,0.0,0,0,0,0,0.0,0,0,0.0,1.88,0.398459,0.0,0.0,0,3,0.0,0.0,0,0,0,0,1,0,2,0.3026,1,0,0,0,1
30,0,0,0,0,0,0,0,0,0,0.0967741935483871,0.0,0,0,1,0,0.0,0,1,1.0,1.8,0.468996,0.0,0.0,0,3,0.0,0.0,0,1,0,0,0,0,0,0.0195,2,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0.05194805194805195,0.012987012987012988,1,0,0,0,0.012987012987012988,1,1,5.129870129870129,3.0599999999999996,0.397506,0.0,0.0,0,4,0.0,0.0,1,0,0,0,1,0,1,0.9261,1,0,0,0,1
430,0,2,10,1,9,0,0,0,0,0.05568445475638051,0.0,1,1,0,0,0.06728538283062645,0,1,7.172853828306264,26.7,0.921234,0.0,0.0,10,36,3.0,0.0,1,0,0,1,0,1,2,0.9165,3,0,0,1,1
37,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.0,0,0,1,0,0.0,0,1,1.0,1.37,0.303375,0.0,0.0,0,2,0.0,0.0,0,0,0,0,0,0,0,0.2752,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0.04054054054054054,0.06756756756756757,0,0,1,1,0.06756756756756757,0,1,-0.32432432432432456,3.73,0.603271,0.0,0.0,0,3,0.0,0.0,1,1,0,1,0,0,0,0.2636,0,0,0,1,0
56,0,0,0,0,0,0,0,0,3,0.03508771929824561,0.0,0,0,1,0,0.05263157894736842,1,0,-1.473684210526316,1.56,0.814713,0.05263157894736842,0.0,0,2,1.5,0.05263157894736842,1,0,0,1,0,0,0,0.9086,1,0,0,0,1
